,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
183,1433.0,,,,453,0.5376966255362995,2024-02-16 22:23:32.373124,2024-02-16 22:23:40.347807,0 days 00:00:07.974683,True,absolute_error,0.0607557719625077,22,0.5021271190879568,63,0.0514574674021462,13,3,RandomForest,179,False,False,COMPLETE,"[0.49999999999999994, 0.41452991452991456, 0.5979166666666668, 0.6383399209486166]","[0.         0.         0.         0.         0.         0.02272727
 0.08333333 0.         0.08333333 0.         0.         0.05
 0.         0.         0.06818182 0.02272727 0.         0.
 0.02391289 0.         0.         0.13333333 0.         0.
 0.         0.         0.08333333 0.02272727 0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.02272727 0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.07272727 0.
 0.07608711 0.         0.         0.         0.04545455 0.02272727]"
1752,,,,,172,0.5375254425526164,2024-02-17 15:22:23.281794,2024-02-17 15:23:22.339250,0 days 00:00:59.057456,True,absolute_error,0.006380842238715487,5,0.09318511193220544,71,0.04048718820901209,20,8,RandomForest,110,False,False,COMPLETE,"[0.5499999999999999, 0.5235042735042735, 0.5291666666666667, 0.5474308300395256]","[0.         0.16666667 0.         0.         0.         0.02272727
 0.25       0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09090909 0.         0.         0.
 0.         0.         0.         0.         0.02272727 0.
 0.         0.08333333 0.         0.         0.27272727 0.02272727
 0.         0.         0.02272727 0.         0.02272727 0.
 0.02272727 0.         0.         0.         0.         0.        ]"
184,141.0,129.0,38.0,250.0,250,0.5374059617918314,2024-02-15 23:54:56.680041,2024-02-15 23:55:05.409814,0 days 00:00:08.729773,True,absolute_error,0.0664277812837571,46,0.2799538799289027,57,0.0525691913619538,9,6,RandomForest,200,False,False,COMPLETE,"[0.478, 0.41666666666666663, 0.6541666666666667, 0.6007905138339922]","[0.         0.         0.         0.         0.         0.
 0.0625     0.         0.         0.         0.         0.
 0.         0.         0.11805556 0.0322137  0.         0.
 0.         0.08333333 0.         0.         0.         0.
 0.02777778 0.         0.         0.02777778 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.02777778 0.02777778 0.02777778 0.25       0.
 0.         0.         0.         0.         0.         0.
 0.19695297 0.09027778 0.         0.         0.         0.02777778]"
185,142.0,130.0,491.0,,191,0.5373602602108036,2024-02-16 11:26:55.015965,2024-02-16 11:27:26.993187,0 days 00:00:31.977222,True,absolute_error,0.0145044021040765,50,0.6033129472981271,61,0.05687078986313,14,9,RandomForest,129,False,False,COMPLETE,"[0.498, 0.5, 0.6395833333333334, 0.5118577075098814]","[0.         0.         0.         0.         0.         0.
 0.0625     0.         0.0625     0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.0625     0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.25       0.         0.         0.0625     0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
1777,,,,,197,0.5372708333333334,2024-02-17 15:45:41.767506,2024-02-17 15:46:23.321512,0 days 00:00:41.554006,True,absolute_error,0.007489726352657428,4,0.0543610895979246,46,0.033082391782046326,19,19,RandomForest,118,False,False,COMPLETE,"[0.622, 0.5, 0.5270833333333333, 0.5]","[0.         0.1        0.         0.         0.         0.02083333
 0.         0.125      0.         0.02083333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.05       0.
 0.         0.         0.         0.125      0.         0.
 0.         0.         0.         0.         0.         0.02083333
 0.         0.         0.04166667 0.09166667 0.07083333 0.
 0.04166667 0.         0.         0.         0.         0.        ]"
186,1484.0,,,,504,0.5372426712779974,2024-02-16 22:32:06.326756,2024-02-16 22:32:43.784885,0 days 00:00:37.458129,True,absolute_error,0.0263701591965175,20,0.5275434468879987,57,0.051095611451263,13,5,RandomForest,176,False,False,COMPLETE,"[0.49999999999999994, 0.41666666666666663, 0.5979166666666668, 0.6343873517786561]","[0.         0.         0.         0.         0.         0.
 0.08333333 0.         0.08333333 0.         0.         0.05
 0.         0.         0.125      0.         0.         0.
 0.02391657 0.         0.         0.05       0.         0.
 0.         0.         0.08333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.125      0.         0.         0.25       0.
 0.         0.         0.         0.         0.05       0.
 0.07608343 0.         0.         0.         0.         0.        ]"
188,1576.0,,,,596,0.5372213438735178,2024-02-16 23:03:01.629133,2024-02-16 23:03:22.018115,0 days 00:00:20.388982,True,absolute_error,0.0212886700397636,11,0.6396714664075717,28,0.0595676146594217,13,3,RandomForest,166,False,False,COMPLETE,"[0.556, 0.41666666666666663, 0.5833333333333334, 0.5928853754940712]","[0.         0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.25       0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.375      0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
187,143.0,131.0,386.0,,86,0.5372213438735178,2024-02-16 10:52:08.215262,2024-02-16 10:52:29.498901,0 days 00:00:21.283639,True,absolute_error,0.0151585285720699,23,0.6664702253768683,29,0.0604783884907109,13,9,RandomForest,164,False,False,COMPLETE,"[0.556, 0.41666666666666663, 0.5833333333333334, 0.5928853754940712]","[0.         0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.25       0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.375      0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
1813,,,,,233,0.5372047903787035,2024-02-17 16:19:51.698174,2024-02-17 16:20:28.346044,0 days 00:00:36.647870,True,absolute_error,0.008779655625513033,13,0.13068670964766127,76,0.03502346125917408,18,16,RandomForest,119,False,False,COMPLETE,"[0.546, 0.5235042735042735, 0.4666666666666667, 0.6126482213438735]","[0.025      0.05       0.         0.         0.         0.
 0.29960317 0.03571429 0.01388889 0.         0.         0.03571429
 0.02065023 0.         0.03888889 0.         0.         0.
 0.         0.03571429 0.         0.         0.         0.
 0.         0.         0.11111111 0.         0.         0.03571429
 0.         0.         0.         0.         0.02777778 0.
 0.         0.05       0.         0.         0.04006405 0.01388889
 0.01388889 0.         0.02777778 0.         0.08888889 0.
 0.         0.         0.         0.         0.         0.03571429]"
1764,,,,,184,0.537102766798419,2024-02-17 15:32:01.928535,2024-02-17 15:33:01.903611,0 days 00:00:59.975076,True,absolute_error,0.006192099666649797,10,0.08630837988688408,71,0.04148892647958602,19,9,RandomForest,112,False,False,COMPLETE,"[0.516, 0.5, 0.4999999999999999, 0.6324110671936759]","[0.      0.125   0.      0.      0.      0.      0.03125 0.      0.
 0.      0.      0.125   0.      0.      0.0625  0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.0625
 0.      0.      0.      0.      0.0625  0.      0.      0.03125 0.
 0.      0.      0.      0.      0.125   0.03125 0.      0.      0.03125
 0.      0.03125 0.      0.03125 0.      0.      0.      0.      0.     ]"
1853,,,,,273,0.5370704917063612,2024-02-17 16:53:48.172305,2024-02-17 16:54:58.149194,0 days 00:01:09.976889,True,absolute_error,0.007484632808688441,15,0.11510838526620695,83,0.03189484109365774,18,15,RandomForest,112,False,False,COMPLETE,"[0.532, 0.5363247863247863, 0.47916666666666663, 0.6007905138339922]","[0.02803238 0.05229464 0.         0.         0.02791328 0.01086957
 0.13365934 0.05745342 0.01086957 0.         0.00543478 0.03571429
 0.00543478 0.00543478 0.08579193 0.         0.         0.04114907
 0.         0.00543478 0.         0.         0.         0.00543478
 0.007525   0.         0.02717391 0.03248973 0.02329193 0.
 0.07336957 0.01086957 0.         0.04114907 0.01630435 0.00543478
 0.03571429 0.01785714 0.         0.         0.         0.01086957
 0.02872671 0.         0.01086957 0.01086957 0.08229814 0.
 0.01086957 0.         0.00768191 0.         0.         0.03571429]"
189,144.0,132.0,39.0,211.0,211,0.5370369033140773,2024-02-15 23:49:24.461198,2024-02-15 23:49:32.724008,0 days 00:00:08.262810,True,absolute_error,0.0751393687151396,24,0.5064965159843701,89,0.0714434682332063,8,5,RandomForest,188,False,False,COMPLETE,"[0.53, 0.4423076923076923, 0.5375, 0.6383399209486167]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.25 0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ]"
190,145.0,133.0,654.0,,354,0.5370269268774703,2024-02-16 12:23:08.685752,2024-02-16 12:23:38.573409,0 days 00:00:29.887657,True,absolute_error,0.0271013444927525,47,0.5751940654059478,57,0.0598033504798415,14,2,RandomForest,129,False,False,COMPLETE,"[0.53, 0.5, 0.60625, 0.5118577075098814]","[0.         0.         0.         0.         0.         0.
 0.08333333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.25       0.         0.
 0.         0.         0.08333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.25       0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
191,146.0,134.0,557.0,,257,0.5370269268774703,2024-02-16 11:53:52.234062,2024-02-16 11:54:05.107816,0 days 00:00:12.873754,True,absolute_error,0.0328673048711036,46,0.5262866478593806,51,0.0595102576732209,14,2,RandomForest,128,False,False,COMPLETE,"[0.53, 0.5, 0.60625, 0.5118577075098814]","[0.         0.         0.         0.         0.         0.
 0.08333333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.25       0.         0.
 0.         0.         0.08333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.25       0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
192,147.0,135.0,40.0,282.0,282,0.5366683135704875,2024-02-16 00:00:12.418527,2024-02-16 00:00:20.805579,0 days 00:00:08.387052,True,absolute_error,0.0894377084934028,42,0.2193188721622772,95,0.072664099736155,8,6,RandomForest,188,False,False,COMPLETE,"[0.5, 0.5, 0.5083333333333333, 0.6383399209486167]","[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]"
1703,,,,,123,0.5363989645620081,2024-02-17 14:38:36.956453,2024-02-17 14:39:34.624995,0 days 00:00:57.668542,True,absolute_error,0.006897488056943003,18,0.14064817765152043,64,0.033701955672521794,17,6,RandomForest,121,False,False,COMPLETE,"[0.5579999999999999, 0.5598290598290598, 0.425, 0.6027667984189723]","[0.03333333 0.03450235 0.         0.         0.01595745 0.0106383
 0.11723097 0.04720745 0.01595745 0.         0.00531915 0.03125
 0.021161   0.         0.02730496 0.         0.         0.
 0.         0.03656915 0.         0.         0.         0.00531915
 0.0069688  0.         0.04787234 0.08333333 0.02465733 0.03125
 0.08865248 0.02730496 0.         0.03656915 0.0212766  0.00531915
 0.         0.         0.         0.         0.03207481 0.00531915
 0.02198582 0.         0.01595745 0.00531915 0.09397163 0.
 0.0106383  0.         0.         0.         0.00852885 0.03125   ]"
193,1414.0,,,,434,0.5363930884936321,2024-02-16 22:20:01.192145,2024-02-16 22:20:09.065102,0 days 00:00:07.872957,True,absolute_error,0.0576035591642199,22,0.6000550043241398,65,0.0440205029112544,14,3,RandomForest,177,False,False,COMPLETE,"[0.506, 0.4722222222222222, 0.5645833333333334, 0.6027667984189724]","[0.01136364 0.01923077 0.         0.         0.         0.01923077
 0.01136364 0.         0.02272727 0.         0.         0.
 0.         0.         0.10937968 0.01923077 0.         0.
 0.03948607 0.         0.         0.         0.         0.
 0.         0.         0.24242424 0.         0.         0.
 0.         0.04384726 0.05467213 0.         0.01136364 0.
 0.         0.01923077 0.01923077 0.         0.09469697 0.
 0.02812008 0.         0.01136364 0.         0.07417582 0.
 0.03571429 0.         0.0197412  0.         0.03846154 0.05494505]"
194,1507.0,,,,527,0.536271933380629,2024-02-16 22:37:34.745469,2024-02-16 22:37:42.045310,0 days 00:00:07.299841,True,absolute_error,0.0354596994846795,18,0.5437324664843225,69,0.0458602861729068,14,8,RandomForest,163,False,False,COMPLETE,"[0.492, 0.5042735042735043, 0.5499999999999999, 0.5988142292490118]","[0.01470588 0.025      0.         0.         0.         0.025
 0.02941176 0.         0.02941176 0.         0.         0.
 0.         0.         0.06470588 0.025      0.         0.
 0.         0.         0.         0.125      0.         0.
 0.         0.         0.14705882 0.         0.09472332 0.
 0.         0.03027668 0.0625     0.         0.01470588 0.
 0.         0.025      0.025      0.         0.0625     0.
 0.0625     0.         0.         0.         0.0625     0.
 0.         0.         0.         0.         0.05       0.025     ]"
1704,,,,,124,0.536252385899125,2024-02-17 14:39:34.643442,2024-02-17 14:40:30.639747,0 days 00:00:55.996305,True,absolute_error,0.0057471536405165075,20,0.09815714201607152,67,0.037732003074498005,19,7,RandomForest,110,False,False,COMPLETE,"[0.48999999999999994, 0.5235042735042735, 0.5208333333333333, 0.6106719367588933]","[0.     0.125  0.     0.     0.0125 0.0125 0.2625 0.0125 0.     0.
 0.     0.25   0.     0.     0.0625 0.     0.     0.     0.     0.0125
 0.     0.     0.     0.     0.     0.     0.05   0.     0.     0.
 0.     0.     0.     0.     0.025  0.     0.     0.0625 0.     0.
 0.0125 0.0125 0.025  0.     0.0125 0.0125 0.0125 0.     0.025  0.
 0.     0.     0.     0.    ]"
1660,,,,,80,0.5361416379514206,2024-02-17 14:04:17.387550,2024-02-17 14:05:00.364793,0 days 00:00:42.977243,True,absolute_error,0.009255837152737296,11,0.04150005880436852,77,0.02894558002983913,8,10,RandomForest,146,False,False,COMPLETE,"[0.552, 0.452991452991453, 0.5625, 0.5770750988142292]","[0.         0.01633208 0.         0.         0.         0.02566964
 0.01785714 0.06125992 0.         0.02698864 0.         0.
 0.         0.01136364 0.04885045 0.01785714 0.         0.03914141
 0.02922078 0.         0.03559028 0.02777778 0.         0.
 0.01136364 0.0078125  0.03079646 0.         0.04839692 0.
 0.01136364 0.02566964 0.0184691  0.02777778 0.         0.06336806
 0.01136364 0.         0.         0.         0.03338383 0.0078125
 0.03348214 0.02566964 0.03125    0.01917614 0.0917965  0.01136364
 0.07688492 0.01136364 0.         0.04352679 0.         0.        ]"
195,148.0,136.0,383.0,,83,0.5360968379446641,2024-02-16 10:50:56.198226,2024-02-16 10:51:21.001093,0 days 00:00:24.802867,True,absolute_error,0.0135605502614304,19,0.5574792142984667,30,0.059997425288348,13,8,RandomForest,179,False,False,COMPLETE,"[0.5100000000000001, 0.41666666666666663, 0.5833333333333334, 0.6343873517786561]","[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.
 0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.125 0.    0.    0.375 0.    0.    0.    0.    0.    0.125 0.
 0.125 0.    0.    0.    0.    0.   ]"
196,149.0,137.0,599.0,,299,0.5359938135535962,2024-02-16 12:04:53.588703,2024-02-16 12:04:59.603377,0 days 00:00:06.014674,True,absolute_error,0.0799189832011379,48,0.4229487353413781,54,0.0450435510349899,13,4,RandomForest,114,False,False,COMPLETE,"[0.474, 0.5341880341880342, 0.6041666666666666, 0.5316205533596838]","[0.         0.04166667 0.         0.         0.         0.04166667
 0.10833333 0.         0.025      0.         0.         0.
 0.         0.         0.06666667 0.         0.         0.
 0.06333793 0.         0.         0.         0.         0.
 0.         0.         0.1        0.         0.08333333 0.
 0.         0.04370483 0.07641861 0.         0.025      0.
 0.         0.08333333 0.04166667 0.         0.025      0.
 0.02358139 0.         0.         0.         0.05       0.
 0.10129057 0.         0.         0.         0.         0.        ]"
